reference,Category,NCSP Category (Search output),Parameter  (Search output),First,Second,Sub-category,reference,category,type,subject,date,notifying_country,classification,risk_decision,distribution,forAttention,forFollowUp,operator,origin,hazards,Food Search Output (Code),Food Search Output (Description),Number of alerts,COMMENT ON FOOD CLASSIFICATION,COMMENT ON PARAMETER CLASSIFICATION,Amended FoodEx2 Code,Amended FoodEx2 Description
2023.662,Food Additives,Sulphites,Sodium sulphit\bE(\s*)?\bE(\s*)?21),\bE(\s*)?221\b|sulphite|sulfite|sulfur dioxide|sulphur dioxide,,SO2 & sulphites,2023.662,crustaceans and products thereof,food,too high content of sulphite (372 mg/kg - ppm) in chilled cooked shrimps (Litopenaeus vannamei) from Venezuela,29-09-2023 16:53:22,Portugal,information notification for attention,potentially serious,,"Spain,Venezuela",,"Portugal,Spain",Venezuela,sulphite  too high content,A02FX,Shrimps and prawns,1,,,,
2023.5974,Food Additives,Sulphites,Sodium sulphit\bE(\s*)?\bE(\s*)?21),\bE(\s*)?221\b|sulphite|sulfite|sulfur dioxide|sulphur dioxide,,SO2 & sulphites,2023.5974,crustaceans and products thereof,food,SO2 and sulphites  in frozen white shrimp from Italy,04-09-2023 09:36:20,Spain,information notification for follow-up,potential risk,"Italy,Spain",Spain,"Italy,Spain","Italy,Spain",Italy,sulphur dioxide (SO2),A02FX,Shrimps and prawns,1,,,,
2023.5741,Food Additives,Sulphites,Sodium sulphit\bE(\s*)?\bE(\s*)?21),\bE(\s*)?221\b|sulphite|sulfite|sulfur dioxide|sulphur dioxide,,SO2 & sulphites,2023.5741,crustaceans and products thereof,food,Sulfites detected in peeled shrimp tail,24-08-2023 14:40:07,France,information notification for attention,serious,France,INFOSAN,,"Ecuador,France",Ecuador,sulphite  too high content,A02FX,Shrimps and prawns,1,,,,
2023.5376,Food Additives,Sulphites,Sodium sulphit\bE(\s*)?\bE(\s*)?21),\bE(\s*)?221\b|sulphite|sulfite|sulfur dioxide|sulphur dioxide,,SO2 & sulphites,2023.5376,crustaceans and products thereof,food,To high content of sulphite in frozen shrimp from Ecuador,08-08-2023 17:23:00,Belgium,border rejection notification,not serious,,,,"Belgium,Ecuador,France",Ecuador,sulphite  too high content,A02FX,Shrimps and prawns,1,,,,
2023.5375,Food Additives,Sulphites,Sodium sulphit\bE(\s*)?\bE(\s*)?21),\bE(\s*)?221\b|sulphite|sulfite|sulfur dioxide|sulphur dioxide,,SO2 & sulphites,2023.5375,crustaceans and products thereof,food,To high content of sulphite in frozen shrimp from Ecuador,08-08-2023 17:22:36,Belgium,border rejection notification,not serious,,,,"Belgium,Ecuador,France",Ecuador,sulphite  too high content,A02FX,Shrimps and prawns,1,,,,
2023.5374,Food Additives,Sulphites,Sodium sulphit\bE(\s*)?\bE(\s*)?21),\bE(\s*)?221\b|sulphite|sulfite|sulfur dioxide|sulphur dioxide,,SO2 & sulphites,2023.5374,crustaceans and products thereof,food,To high content of sulphite in frozen shrimp from Ecuador,08-08-2023 17:21:49,Belgium,border rejection notification,not serious,,,,"Belgium,Ecuador,France",Ecuador,sulphite  too high content,A02FX,Shrimps and prawns,1,,,,
2023.5131,Food Additives,Sulphites,Sodium sulphit\bE(\s*)?\bE(\s*)?21),\bE(\s*)?221\b|sulphite|sulfite|sulfur dioxide|sulphur dioxide,,SO2 & sulphites,2023.5131,crustaceans and products thereof,food,"too high content of sulphite (336 mg/kg - ppm) in chilled cooked shrimps from Venezuela, via Spain",28-07-2023 16:00:32,Portugal,information notification for attention,potential risk,,"Portugal,Spain,Venezuela",,"Portugal,Spain",Venezuela,sulphite  too high content,A02FX,Shrimps and prawns,1,,,,
2023.5052,Food Additives,Sulphites,Sodium sulphit\bE(\s*)?\bE(\s*)?21),\bE(\s*)?221\b|sulphite|sulfite|sulfur dioxide|sulphur dioxide,,SO2 & sulphites,2023.5052,alcoholic beverages,food,Undeclared allergen sulfite in Beer vinegar from BElgium,26-07-2023 15:05:14,Netherlands,alert notification,serious,"Belgium,France,Germany,Netherlands",,"Belgium,France,Germany,Netherlands","Belgium,Netherlands",Belgium,,A044L,Vinegar,1,,,,
2023.5033,Food Additives,Sulphites,Sodium sulphit\bE(\s*)?\bE(\s*)?21),\bE(\s*)?221\b|sulphite|sulfite|sulfur dioxide|sulphur dioxide,,SO2 & sulphites,2023.5033,crustaceans and products thereof,food,"Sulphites in chilled cooked whiteleg shrimps (Penaeus vannamei) from Ecuador, packaged in Spain",26-07-2023 12:05:52,Portugal,information notification for attention,potential risk,Spain,Spain,,"Ecuador,Portugal,Spain",Ecuador,sulphite  too high content,A02FX,Shrimps and prawns,1,,,,
2023.7719,Food Additives,Sulphites,Sodium metabisulphit\bE(\s*)?\bE(\s*)?23),\bE(\s*)?223\b,,SO2 & sulphites,2023.7719,non-alcoholic beverages,food,E 211 - sodium benzoate and E 223 -  sodium metabisulphite unauthorised in coconut drink from Brazil,09-11-2023 12:50:43,Portugal,border rejection notification,not serious,,"Brazil,INFOSAN",,"Brazil,Portugal",Brazil,,A0F4S,Coconut water,1,,,,
2023.7719,Food Additives,Sulphites,Potassium metabisulphit\bE(\s*)?\bE(\s*)?24),bisul,,SO2 & sulphites,2023.7719,non-alcoholic beverages,food,E 211 - sodium benzoate and E 223 -  sodium metabisulphite unauthorised in coconut drink from Brazil,09-11-2023 12:50:43,Portugal,border rejection notification,not serious,,"Brazil,INFOSAN",,"Brazil,Portugal",Brazil,,A0F4S,Coconut water,1,,,,
2023.8136,Food Additives,Nitrates & Nitrites,Potassium nitrit\bE(\s*)?\bE(\s*)?49),\bE(\s*)?249\b|potassium nitrite,,Nitrates & Nitrites,2023.8136,meat and meat products (other than poultry),food,fresh sausage presence of potassium nitrite (E252),24-11-2023 12:30:01,Italy,information notification for follow-up,potentially serious,"Belgium,France,Italy,Spain","Belgium,France,Spain","Belgium,France,Spain",Italy,Italy,,A024F,Sausages,1,,,,
2023.8136,Food Additives,Nitrates & Nitrites,Potassium nitrat\bE(\s*)?\bE(\s*)?52),\bE(\s*)?252\b|Potassium nitrate,,Nitrates & Nitrites,2023.8136,meat and meat products (other than poultry),food,fresh sausage presence of potassium nitrite (E252),24-11-2023 12:30:01,Italy,information notification for follow-up,potentially serious,"Belgium,France,Italy,Spain","Belgium,France,Spain","Belgium,France,Spain",Italy,Italy,,A024F,Sausages,1,,,,
2024.0308,Food Additives,"Ascorbic Acid, Sodium Ascorbate & Calcium Ascorbate",Ascorbic acid (\bE(\s*)?00),\bE(\s*)?300\b|ascorbic acid,,"Ascorbic Acid, Sodium Ascorbate & Calcium Ascorbate",2024.0308,fish and fish products,food,High content of E 300-ascorbic acid in frozen yellowfin tuna loin from Vietnam,16-01-2024 10:42:07,Estonia,information notification for follow-up,not serious,"Czech Republic,Estonia,Latvia,Lithuania",,"Czech Republic,Latvia,Lithuania,Vietnam","Czech Republic,Estonia,Latvia,Lithuania,Vietnam",Vietnam,E 300 - ascorbic acid  unauthorised,A02DX,Tuna,1,,,,
2023.8982,Food Additives,"Ascorbic Acid, Sodium Ascorbate & Calcium Ascorbate",Ascorbic acid (\bE(\s*)?00),\bE(\s*)?300\b|ascorbic acid,,"Ascorbic Acid, Sodium Ascorbate & Calcium Ascorbate",2023.8982,fish and fish products,food,Ascorbic acid (E300) in red tuna loins from Vietnam,29-12-2023 10:44:28,Netherlands,information notification for follow-up,not serious,"Belgium,Netherlands",INFOSAN,"Belgium,Vietnam","Netherlands,Vietnam",Vietnam,E 300 - ascorbic acid  unauthorised,A02DX,Tuna,1,,,,
2023.7761,Food Additives,BHA & BHT,Butylated hydroxyanisol\bE(\s*)?BHA) (\bE(\s*)?20),\bE(\s*)?320\b|BHA|butylated.? ?hydroxyanisole,,BHA & BHT,2023.7761,"soups, broths, sauces and condiments",food,"Unauthorized additives in cassava farofa and tapioca biscuit (""Farofa de Mandioca Cebola Tostadinha"" and ""Biscoito de Polvilho Palito - Queijo"") (E 150d, E 320, E 321; and E 110)",10-11-2023 12:17:28,Portugal,border rejection notification,no risk,,"Brazil,INFOSAN",,"Brazil,Portugal",Brazil,,A009V,Biscuits,1,,,,
2023.7761,Food Additives,BHA & BHT,Butylated hydroxytoluen\bE(\s*)?BHT) (\bE(\s*)?21),\bE(\s*)?321\b|BHT|butylated.? ?hydroxytoluene,,BHA & BHT,2023.7761,"soups, broths, sauces and condiments",food,"Unauthorized additives in cassava farofa and tapioca biscuit (""Farofa de Mandioca Cebola Tostadinha"" and ""Biscoito de Polvilho Palito - Queijo"") (E 150d, E 320, E 321; and E 110)",10-11-2023 12:17:28,Portugal,border rejection notification,no risk,,"Brazil,INFOSAN",,"Brazil,Portugal",Brazil,,A009V,Biscuits,1,,,,
2024.0939,Food Additives,Glutamates,Glutamic acid (\bE(\s*)?20),\bE(\s*)?620\b|glutamic acid,,Glutamates,2024.0939,poultry meat and poultry meat products,food,"Unlabeled/incorrectly labeled allergens (soy, mustard, celery and milk protein) and unauthorized additive glutamic acid in frozen chicken kebab from Poland",09-02-2024 13:16:03,Germany,alert notification,serious,"Germany,Italy,Poland",Poland,Italy,"Germany,Poland",Poland,"E 620 - glutamic acid  unauthorised,labelling  incorrect",A01SP,Chicken fresh meat,1,,,,
2024.4338,Food Additives,Glutamates,Monosodium glutamat\bE(\s*)?\bE(\s*)?21),\bE(\s*)?621\b|Monosodium glutamate,,Glutamates,2024.4338,prepared dishes and snacks,food,Elevated Level of Monosodium Glutamate (MSG) in Hot Squid Corn Snack from Malaysia,05-06-2024 14:58:42,Ireland,information notification for attention,potential risk,"Ireland,United Kingdom","INFOSAN,United Kingdom",Malaysia,"Ireland,Malaysia,United Kingdom",Malaysia,E 621 - monosodium glutamate  too high content,A03VA,Composite dishes,1,,,,
2024.3084,Food Additives,Sweeteners,Acesulfam\bE(\s*)? (\bE(\s*)?50),/bacesulfame/b|\bE(\s*)?950\b,,Sweeteners,2024.3084,confectionery,food,Too high content of colour E 110 - Sunset Yellow FCF and of colour E 102 - tartrazine and E 316 - sodium erythorbate and sweetener E 950 - acesulfame k unauthorised in pineapple jam from Taiwan,17-04-2024 13:20:34,Poland,border rejection notification,potential risk,Poland,Taiwan,,Taiwan,Taiwan,,A01MM,Jam of fruit / vegetables,1,,,,
2023.7758,Food Additives,Sweeteners,Cyclamates (\bE(\s*)?52),\bE(\s*)?952\b|cyclamate,,Sweeteners,2023.7758,prepared dishes and snacks,food,"Unauthorized additive in sunflower seeds snack (""Sementes de girassol"") (E 952)",10-11-2023 12:03:41,Portugal,border rejection notification,no risk,,INFOSAN,,"Hong Kong,Portugal,Spain",Hong Kong,,A015L,Sunflower seeds,1,,,,
2024.4529,Food Additives,Sweeteners,Sucralos\bE(\s*)?\bE(\s*)?55),\bE(\s*)?955\b|sucralose,,Sweeteners,2024.4529,non-alcoholic beverages,food,Exceeded sucralose content in an Energy drink from the USA,12-06-2024 16:00:39,Slovenia,information notification for follow-up,potential risk,Slovenia,Netherlands,United States,"Netherlands,Slovenia,United States",,sweetener E 955 - sucralose unauthorised,A03GA,Energy drinks,1,,,,
2024.3277,Food Additives,Sweeteners,Steviol glycosides from Stevia (\bE(\s*)?60a),\bE(\s*)?960\b|steviol,,Sweeteners,2024.3277,"dietetic foods, food supplements and fortified foods",food,Too high amount of additive Steviol glycosides (E 960) in food supplement from the United Kingdom,24-04-2024 12:30:03,Slovenia,border rejection notification,not serious,,United Kingdom,United Kingdom,United Kingdom,United Kingdom,,A03SJ,Food supplements and similar preparations,1,,,,
2024.3273,Food Additives,Sweeteners,Steviol glycosides from Stevia (\bE(\s*)?60a),\bE(\s*)?960\b|steviol,,Sweeteners,2024.3273,"dietetic foods, food supplements and fortified foods",food,Too high amount of additives Steviol glycosides (E 960) and Cross-linked sodium carboxy methyl  cellulose (E 468) in food supplements from the United Kingdom,24-04-2024 11:50:26,Slovenia,border rejection notification,not serious,,United Kingdom,United Kingdom,United Kingdom,United Kingdom,,A03SJ,Food supplements and similar preparations,1,,,,
2024.0862,Food Additives,Annex III Substances,Annex III Substances,aloin,,Annex III Substances,2024.0862,"dietetic foods, food supplements and fortified foods",food,"Prohibited substances (aloe-emodin, aloin A and aloin B) in food supplement from Italy",07-02-2024 15:52:26,Lithuania,alert notification,serious,"Burundi,Italy,Lithuania,Vatican City","INFOSAN,Italy",Italy,"Italy,Lithuania",Italy,"aloe-emodin prohibited substance,aloin  high content",A03SJ,Food supplements and similar preparations,1,,,,
2024.0386,Food Additives,Annex III Substances,Annex III Substances,aloin,,Annex III Substances,2024.0386,"dietetic foods, food supplements and fortified foods",food,"Stwierdzenie w składzie suplementu diety z Aloe vera -  barbaloiny - substancji zabronionej w żywności, kraj pochodzenia Polska/// The presence of barbaloin in the composition of the Aloe vera food supplement - a prohibited substance in food, country of origin: Poland",18-01-2024 17:46:12,Poland,information notification for attention,potentially serious,"Poland,United Kingdom",United Kingdom,,"China,Poland","China,Poland",,A03SJ,Food supplements and similar preparations,1,,,,
2024.1444,Food Additives,Jelly mini-cups,Carrageenan (\bE(\s*)?07),carrageenan|\bE(\s*)?407\b|Jelly mini-cups,jelly,Jelly mini-cups,2024.1444,confectionery,food,"Unauthorised food additives (E407, E410 and E415) in jelly cups from China, via United States",29-02-2024 09:37:41,Norway,information notification for attention,serious,,"China,INFOSAN,United States",,"Norway,United States",China,,A035L,Jelly candies,1,,,,
2024.0301,Food Additives,Jelly mini-cups,Carrageenan (\bE(\s*)?07),carrageenan|\bE(\s*)?407\b|Jelly mini-cups,jelly,Jelly mini-cups,2024.0301,confectionery,food,Unauthorised food additives (E407 and E410) in jelly straws from China,15-01-2024 17:24:02,Denmark,alert notification,serious,Denmark,,"China,Netherlands","Denmark,Netherlands",China,,A035L,Jelly candies,1,,,,
2023.8518,Food Additives,Jelly mini-cups,Carrageenan (\bE(\s*)?07),carrageenan|\bE(\s*)?407\b|Jelly mini-cups,jelly,Jelly mini-cups,2023.8518,confectionery,food,"Unauthorised food additives (E407, E410 and 412) in jelly sweets from Taiwan",11-12-2023 16:42:16,Finland,alert notification,serious,Sweden,"Finland,INFOSAN","Denmark,INFOSAN,Sweden,Taiwan","Finland,Sweden,Taiwan",Taiwan,,A035L,Jelly candies,1,,,,
2023.7889,Food Additives,Jelly mini-cups,Carrageenan (\bE(\s*)?07),carrageenan|\bE(\s*)?407\b|Jelly mini-cups,jelly,Jelly mini-cups,2023.7889,confectionery,food,Unauthorised food additives (E407) in jelly cups from Malaysia via the Netherlands,15-11-2023 12:42:31,Norway,alert notification,serious,Norway,"INFOSAN,Norway",Netherlands,"Netherlands,Norway",Malaysia,,A035L,Jelly candies,1,,,,
2023.7547,Food Additives,Jelly mini-cups,Carrageenan (\bE(\s*)?07),carrageenan|\bE(\s*)?407\b|Jelly mini-cups,jelly,Jelly mini-cups,2023.7547,confectionery,food,"Unauthorised food additives (E407 & E410)  in jelly strips from Canada, via Germany",03-11-2023 15:34:56,Denmark,alert notification,serious,Denmark,INFOSAN,"Canada,Germany","Canada,Denmark,Germany",Canada,,A035L,Jelly candies,1,,,,
2023.7509,Food Additives,Jelly mini-cups,Carrageenan (\bE(\s*)?07),carrageenan|\bE(\s*)?407\b|Jelly mini-cups,jelly,Jelly mini-cups,2023.7509,confectionery,food,Unallowed presence of E407 in mini jelly from Malaysia.,02-11-2023 16:52:51,Netherlands,alert notification,serious,"Austria,Germany,Netherlands,Sweden","Germany,INFOSAN","Austria,Germany,Malaysia,Sweden","Austria,Malaysia,Netherlands",Malaysia,,A035L,Jelly candies,1,,,,
2023.7128,Food Additives,Jelly mini-cups,Carrageenan (\bE(\s*)?07),carrageenan|\bE(\s*)?407\b|Jelly mini-cups,jelly,Jelly mini-cups,2023.7128,confectionery,food,Unauthorised food additives (E407 and E410) in jelly straws from Taiwan,19-10-2023 16:02:28,Lithuania,alert notification,serious,"Austria,Denmark,Estonia,Faeroe Islands,Finland,France,Germany,Greece,Greenland,Iceland,Ireland,Italy,Lithuania,Luxembourg,Norway,Poland,Slovakia,Spain,Sweden,Switzerland,United Kingdom","Germany,INFOSAN,Netherlands,Switzerland","Austria,Denmark,Estonia,Finland,France,Germany,Greece,INFOSAN,Iceland,Ireland,Italy,Luxembourg,Norway,Poland,Slovakia,Spain,Sweden,Switzerland,United Kingdom","Italy,Lithuania,Netherlands,Poland,Taiwan","Netherlands,Taiwan",,A035L,Jelly candies,1,,,,
2023.6947,Food Additives,Jelly mini-cups,Carrageenan (\bE(\s*)?07),carrageenan|\bE(\s*)?407\b|Jelly mini-cups,jelly,Jelly mini-cups,2023.6947,confectionery,food,Unauthorised food additives (E407 and E410) in jelly strips from The Netherlands,12-10-2023 16:05:44,Denmark,alert notification,serious,"Denmark,Faeroe Islands,Finland,France,Germany,Greenland,Italy,Lithuania,Luxembourg,Netherlands,Norway,Poland,Spain,Sweden,Switzerland,United Kingdom","Faeroe Islands,Greenland,INFOSAN,Netherlands","Denmark,Finland,France,Germany,Iceland,Italy,Lithuania,Luxembourg,Netherlands,Norway,Poland,Spain,Sweden,Switzerland,Taiwan","Netherlands,Poland,Taiwan",Taiwan,,A035L,Jelly candies,1,,,,
2023.694,Food Additives,Jelly mini-cups,Carrageenan (\bE(\s*)?07),carrageenan|\bE(\s*)?407\b|Jelly mini-cups,jelly,Jelly mini-cups,2023.694,confectionery,food,"Unauthorised food additives (E407, E410 and E415) in jelly strips from The Netherlands",12-10-2023 14:58:56,Denmark,alert notification,serious,"Denmark,Netherlands","Denmark,Netherlands","China,Netherlands","China,Denmark,Netherlands",China,,A035L,Jelly candies,1,,,,
2023.5398,Food Additives,Jelly mini-cups,Carrageenan (\bE(\s*)?07),carrageenan|\bE(\s*)?407\b|Jelly mini-cups,jelly,Jelly mini-cups,2023.5398,confectionery,food,"Unauthorised food additives E407, E410, E415 in jelly strips from Taiwan, via the Netherlands and the Czech Republic",09-08-2023 14:59:48,Austria,alert notification,serious,"Austria,Czech Republic,Denmark,Hungary,Italy,Netherlands,Slovakia","Czech Republic,INFOSAN","Austria,Czech Republic,Denmark,Hungary,Italy,Netherlands,Slovakia,Taiwan","Austria,Czech Republic,Netherlands,Taiwan",Taiwan,,A035L,Jelly candies,1,,,,
2023.5157,Food Additives,Jelly mini-cups,Carrageenan (\bE(\s*)?07),carrageenan|\bE(\s*)?407\b|Jelly mini-cups,jelly,Jelly mini-cups,2023.5157,confectionery,food,"Unauthorized carrageenan (E 407) in jelly mini-cups from Türkiye, via the Netherlands",31-07-2023 14:41:04,Germany,alert notification,serious,"Belgium,Germany,Ireland,Netherlands","INFOSAN,Netherlands,Türkiye","Belgium,Germany,Ireland,Netherlands,Türkiye","Germany,Netherlands,Türkiye",Türkiye,E 407 - carrageenan  unauthorised,A035L,Jelly candies,1,,,,
2023.4787,Food Additives,Jelly mini-cups,Carrageenan (\bE(\s*)?07),carrageenan|\bE(\s*)?407\b|Jelly mini-cups,jelly,Jelly mini-cups,2023.4787,confectionery,food,Unauthorised food additives (E407 and E410) in jelly strips from Germany,14-07-2023 17:10:55,Belgium,alert notification,serious,"Austria,Belgium,Croatia,Denmark,Estonia,France,Germany,Italy,Netherlands,Spain,United Kingdom","Croatia,Germany,INFOSAN,Netherlands,Taiwan,United Kingdom","Austria,Belgium,Canada,Croatia,Estonia,France,Germany,Italy,Netherlands,Spain,Taiwan,United Kingdom","Canada,Germany,Netherlands,Taiwan",Taiwan,,A035L,Jelly candies,1,,,,
2024.1444,Food Additives,Jelly mini-cups,Locust Bean Gum (\bE(\s*)?10),Locust Bean Gum|\bE(\s*)?410\b,jelly,Jelly mini-cups,2024.1444,confectionery,food,"Unauthorised food additives (E407, E410 and E415) in jelly cups from China, via United States",29-02-2024 09:37:41,Norway,information notification for attention,serious,,"China,INFOSAN,United States",,"Norway,United States",China,,A035L,Jelly candies,1,,,,
2024.0301,Food Additives,Jelly mini-cups,Locust Bean Gum (\bE(\s*)?10),Locust Bean Gum|\bE(\s*)?410\b,jelly,Jelly mini-cups,2024.0301,confectionery,food,Unauthorised food additives (E407 and E410) in jelly straws from China,15-01-2024 17:24:02,Denmark,alert notification,serious,Denmark,,"China,Netherlands","Denmark,Netherlands",China,,A035L,Jelly candies,1,,,,
2023.8518,Food Additives,Jelly mini-cups,Locust Bean Gum (\bE(\s*)?10),Locust Bean Gum|\bE(\s*)?410\b,jelly,Jelly mini-cups,2023.8518,confectionery,food,"Unauthorised food additives (E407, E410 and 412) in jelly sweets from Taiwan",11-12-2023 16:42:16,Finland,alert notification,serious,Sweden,"Finland,INFOSAN","Denmark,INFOSAN,Sweden,Taiwan","Finland,Sweden,Taiwan",Taiwan,,A035L,Jelly candies,1,,,,
